Age,Gender,Total_Spent,Quantity,Channel,Category,Cluster,Avg_Price,Loyal_Customer
61,Female,1228.84,1,Mobile App,Electronics,3,1228.84,1
42,Male,554.36,1,Online,Electronics,0,554.36,0
26,Female,54.05,2,Online,Outerwear,1,27.025,0
28,Male,561.97,2,Online,Footwear,1,280.985,0
21,Male,340.08,1,In-Store,Clothing,1,340.08,0
29,Female,477.31,4,Phone,Footwear,2,119.3275,0
19,Male,254.8,5,In-Store,Electronics,2,50.96,0
18,Male,714.36,2,Phone,Accessories,1,357.18,1
19,Female,430.29,1,Phone,Clothing,1,430.29,0
30,Female,222.39,2,Online,Clothing,1,111.195,0
34,Male,446.53,1,In-Store,Footwear,1,446.53,0
41,Female,650.89,1,Mobile App,Clothing,0,650.89,1
29,Female,444.26,4,Online,Accessories,2,111.065,0
39,Male,192.25,4,Phone,Electronics,2,48.0625,0
45,Female,444.65,4,In-Store,Electronics,2,111.1625,0
18,Male,359.71,1,Online,Clothing,1,359.71,0
38,Male,344.66,1,Online,Electronics,4,344.66,0
48,Female,638.94,1,Online,Electronics,0,638.94,1
37,Female,501.91,1,Phone,Electronics,0,501.91,0
31,Female,784.28,1,Online,Clothing,0,784.28,1
38,Female,676.98,1,Mobile App,Bags,0,676.98,1
51,Female,318.57,2,Phone,Bags,4,159.285,0
20,Female,918.86,3,Mobile App,Clothing,2,306.2866666666667,1
26,Male,639.27,2,Mobile App,Media,1,319.635,1
64,Male,366.86,3,Online,Electronics,4,122.28666666666668,0
18,Male,85.8,1,Mobile App,Electronics,1,85.8,0
41,Male,268.05,1,Phone,Media,4,268.05,0
34,Male,204.36,3,Phone,Electronics,2,68.12,0
56,Female,276.33,2,In-Store,Footwear,4,138.165,0
37,Female,414.78,2,Online,Electronics,4,207.39,0
37,Male,284.37,1,In-Store,Electronics,4,284.37,0
18,Female,210.89,1,In-Store,Footwear,1,210.89,0
26,Male,156.87,2,Phone,Electronics,1,78.435,0
52,Male,453.62,3,Online,Electronics,4,151.20666666666668,0
25,Male,568.08,4,Online,Electronics,2,142.02,1
20,Male,327.82,2,Mobile App,Electronics,1,163.91,0
44,Male,851.05,2,In-Store,Accessories,0,425.525,1
18,Female,67.5,3,Mobile App,Accessories,2,22.5,0
64,Female,269.3,2,Mobile App,Outerwear,4,134.65,0
23,Female,200.54,2,Mobile App,Clothing,1,100.27,0
30,Female,737.55,4,Mobile App,Footwear,2,184.3875,1
37,Female,561.86,3,Online,Footwear,2,187.28666666666666,1
18,Male,318.74,4,Phone,Electronics,2,79.685,0
44,Male,332.67,1,Phone,Accessories,4,332.67,0
18,Male,884.66,2,Mobile App,Clothing,0,442.33,1
28,Male,328.25,3,Mobile App,Accessories,2,109.41666666666667,0
18,Male,614.76,1,In-Store,Clothing,1,614.76,0
22,Male,770.37,3,Online,Electronics,2,256.79,1
36,Male,704.66,1,Online,Electronics,0,704.66,1
18,Female,475.26,3,Mobile App,Electronics,2,158.42,0
27,Male,638.43,2,Phone,Accessories,1,319.215,1
26,Male,223.8,1,Mobile App,Electronics,1,223.8,0
35,Male,855.06,1,Mobile App,Accessories,0,855.06,1
60,Female,107.45,2,Phone,Beauty,4,53.725,0
30,Male,365.1,2,In-Store,Accessories,1,182.55,0
43,Female,259.92,1,Mobile App,Electronics,4,259.92,0
47,Male,540.24,3,Phone,Accessories,2,180.08,1
35,Male,314.83,2,Mobile App,Accessories,4,157.415,0
30,Male,240.26,2,Mobile App,Accessories,1,120.13,0
18,Female,289.52,1,In-Store,Accessories,1,289.52,0
47,Male,86.59,4,Online,Bags,2,21.6475,0
39,Female,345.03,1,Mobile App,Clothing,4,345.03,0
18,Male,798.25,2,Mobile App,Footwear,1,399.125,1
22,Male,1025.99,3,Mobile App,Accessories,2,341.99666666666667,1
18,Female,145.85,1,Phone,Electronics,1,145.85,0
30,Female,274.19,2,Online,Clothing,1,137.095,0
38,Male,63.77,1,In-Store,Footwear,4,63.77,0
33,Female,174.95,3,Online,Footwear,2,58.31666666666666,0
61,Male,352.98,2,In-Store,Accessories,4,176.49,0
34,Male,1052.34,3,In-Store,Footwear,0,350.78,1
50,Female,314.73,3,Online,Media,4,104.91000000000001,0
54,Male,492.47,2,Phone,Outerwear,4,246.235,0
58,Female,757.75,2,Online,Accessories,4,378.875,1
59,Female,1292.17,2,Online,Accessories,0,646.085,1
44,Male,1720.01,1,In-Store,Accessories,3,1720.01,1
37,Female,891.45,2,Phone,Clothing,0,445.725,1
19,Female,227.33,4,Phone,Accessories,2,56.8325,0
26,Male,579.84,1,Phone,Media,0,579.84,0
31,Female,1230.16,1,Mobile App,Clothing,3,1230.16,1
18,Male,258.83,1,Mobile App,Outerwear,1,258.83,0
33,Female,448.29,1,Mobile App,Media,1,448.29,0
31,Male,290.19,1,Mobile App,Footwear,1,290.19,0
18,Female,708.73,1,In-Store,Accessories,0,708.73,1
18,Female,219.15,1,Mobile App,Accessories,1,219.15,0
37,Female,547.52,2,In-Store,Footwear,4,273.76,0
28,Female,521.47,1,Phone,Clothing,1,521.47,0
34,Male,919.33,2,Phone,Footwear,0,459.665,1
27,Male,476.88,3,Mobile App,Clothing,2,158.96,0
23,Male,200.32,4,Mobile App,Accessories,2,50.08,0
36,Female,412.6,2,Online,Footwear,4,206.3,0
18,Female,278.81,1,Online,Media,1,278.81,0
18,Male,522.99,4,Mobile App,Accessories,2,130.7475,1
30,Female,926.28,2,Mobile App,Clothing,0,463.14,1
30,Female,423.17,1,In-Store,Clothing,1,423.17,0
38,Male,91.46,1,In-Store,Accessories,4,91.46,0
28,Female,343.38,1,Mobile App,Clothing,1,343.38,0
25,Female,612.45,1,Phone,Outerwear,0,612.45,0
28,Female,202.8,1,Online,Accessories,1,202.8,0
37,Female,434.36,4,Mobile App,Clothing,2,108.59,0
25,Female,530.42,2,Mobile App,Electronics,1,265.21,0
30,Male,552.26,2,Phone,Accessories,1,276.13,0
30,Female,284.49,3,In-Store,Electronics,2,94.83,0
26,Female,510.48,3,Mobile App,Electronics,2,170.16,0
24,Female,534.9,3,In-Store,Clothing,2,178.29999999999998,1
23,Female,198.95,4,Phone,Footwear,2,49.7375,0
38,Male,114.71,1,Online,Electronics,4,114.71,0
29,Female,523.85,4,Phone,Accessories,2,130.9625,1
34,Female,276.8,2,In-Store,Footwear,1,138.4,0
24,Female,370.73,1,Phone,Clothing,1,370.73,0
26,Male,623.52,2,Phone,Beauty,1,311.76,1
41,Female,758.29,2,In-Store,Accessories,0,379.145,1
52,Female,66.79,4,Phone,Electronics,2,16.6975,0
23,Female,179.22,1,Mobile App,Media,1,179.22,0
29,Female,525.27,2,In-Store,Accessories,1,262.635,0
22,Male,750.88,1,Mobile App,Clothing,0,750.88,1
50,Male,778.43,1,Mobile App,Electronics,0,778.43,1
45,Male,477.65,1,Mobile App,Accessories,4,477.65,0
34,Female,513.31,2,Online,Electronics,1,256.655,0
31,Female,147.07,3,Online,Electronics,2,49.02333333333333,0
26,Female,279.64,1,Mobile App,Accessories,1,279.64,0
38,Male,143.77,2,Phone,Accessories,4,71.885,0
34,Female,70.88,1,Mobile App,Beauty,1,70.88,0
34,Male,433.47,1,In-Store,Bags,1,433.47,0
34,Female,532.58,2,Mobile App,Outerwear,1,266.29,0
